date,symbol,side,shares,price,value,reason
2025-11-28,XLP,sell,0.660559,79.37,52.43,week_end_rebalance
2025-11-28,GLD,sell,0.276363,387.88,107.2,week_end_rebalance
2025-11-28,XLE,sell,1.765932,45.23,79.87,week_end_rebalance
2025-11-28,XLV,buy,1.02317,157.65,161.3,week_end_rebalance
2025-11-28,TLT,buy,0.363064,90.21,32.75,week_end_rebalance
2025-11-28,BIL,buy,1.634232,91.72,149.89,week_end_rebalance
2025-12-01,QQQ,sell,0.34428,617.17,212.48,transition
2025-12-01,DIA,sell,0.17993,473.32,85.16,transition
2025-12-01,XLV,sell,16.591319,155.29,2576.47,transition
2025-12-01,GLD,sell,0.745212,389.75,290.45,transition
2025-12-01,XLE,sell,3.917927,45.66,178.89,transition
2025-12-01,TLT,sell,0.415118,88.77,36.85,transition
2025-12-01,BIL,sell,51.172135,91.45,4679.69,transition
2025-12-01,SPY,buy,5.642158,680.27,3838.19,transition
2025-12-01,XLP,buy,9.959135,79.29,789.66,transition
2025-12-01,SH,buy,91.240603,36.51,3331.19,transition
2025-12-03,XLV,sell,4.966054,154.67,768.1,trigger:vix_risk_on
2025-12-03,XLP,sell,4.813437,78.93,379.92,trigger:vix_risk_on
2025-12-03,BIL,sell,31.066434,91.48,2841.96,trigger:vix_risk_on
2025-12-03,GLD,sell,23.828008,388.46,9256.23,trigger:vix_risk_on
2025-12-03,XLE,sell,119.383386,45.38,5417.62,trigger:vix_risk_on
2025-12-03,TLT,sell,61.406392,88.92,5460.26,trigger:vix_risk_on
2025-12-03,SH,sell,91.240603,36.52,3332.11,trigger:vix_risk_on
2025-12-03,SPY,buy,17.303095,680.57,11775.97,trigger:vix_risk_on
2025-12-03,QQQ,buy,6.281938,619.62,3892.41,trigger:vix_risk_on
2025-12-03,DIA,buy,3.790863,474.83,1800.02,trigger:vix_risk_on
2025-12-05,SPY,sell,17.50072,685.69,12000.07,week_end_rebalance
2025-12-05,QQQ,sell,6.436838,625.48,4026.11,week_end_rebalance
2025-12-05,DIA,sell,3.889292,480.03,1866.98,week_end_rebalance
2025-12-05,XLV,buy,6.164672,153.26,944.8,week_end_rebalance
2025-12-05,XLP,buy,5.838202,78.46,458.07,week_end_rebalance
2025-12-05,GLD,buy,24.104972,386.44,9315.13,week_end_rebalance
2025-12-05,XLE,buy,119.067368,45.92,5467.57,week_end_rebalance
2025-12-05,TLT,buy,62.011722,88.17,5467.57,week_end_rebalance
2025-12-05,SH,buy,92.097435,36.28,3341.29,week_end_rebalance
2025-12-05,BIL,buy,31.536452,91.52,2886.22,week_end_rebalance
2025-12-08,QQQ,sell,1.48336,624.28,926.03,transition
2025-12-08,DIA,sell,1.054382,478.15,504.15,transition
2025-12-08,XLV,sell,0.723364,151.43,109.54,transition
2025-12-08,TLT,sell,9.218453,87.88,810.12,transition
2025-12-08,SH,sell,14.492963,36.39,527.4,transition
2025-12-08,BIL,sell,23.970651,91.53,2194.03,transition
2025-12-08,SPY,buy,3.505354,683.63,2396.37,transition
2025-12-08,XLP,buy,19.780991,77.81,1539.16,transition
2025-12-08,GLD,buy,0.231604,385.42,89.26,transition
2025-12-08,XLE,buy,25.269407,45.42,1147.74,transition
2025-12-12,DIA,sell,0.08357,485.4,40.56,week_end_rebalance
2025-12-12,XLV,sell,0.950162,154.06,146.38,week_end_rebalance
2025-12-12,XLP,sell,1.5411,79.42,122.39,week_end_rebalance
2025-12-12,GLD,sell,0.514846,395.44,203.59,week_end_rebalance
2025-12-12,SPY,buy,0.307744,681.76,209.81,week_end_rebalance
2025-12-12,QQQ,buy,0.291511,613.62,178.88,week_end_rebalance
2025-12-12,XLE,buy,0.332888,45.51,15.15,week_end_rebalance
2025-12-12,TLT,buy,0.554418,87.34,48.42,week_end_rebalance
2025-12-12,SH,buy,0.034416,36.53,1.26,week_end_rebalance
2025-12-12,BIL,buy,0.648656,91.6,59.42,week_end_rebalance
2025-12-15,QQQ,sell,0.422078,610.54,257.7,transition
2025-12-15,SH,sell,77.638888,36.58,2840.03,transition
2025-12-15,SPY,buy,2.172358,680.73,1478.79,transition
2025-12-15,DIA,buy,0.634084,485.17,307.64,transition
2025-12-15,XLV,buy,4.92446,156.1,768.71,transition
2025-12-15,XLP,buy,6.81304,79.64,542.59,transition
2025-12-17,SPY,sell,0.070227,679.89,47.75,trigger:drift
2025-12-17,QQQ,sell,0.091,613.06,55.79,trigger:drift
2025-12-17,GLD,sell,4.273525,398.08,1701.2,trigger:drift
2025-12-17,XLE,sell,21.004789,44.13,926.94,trigger:drift
2025-12-17,TLT,sell,8.369875,87.63,733.45,trigger:drift
2025-12-17,DIA,buy,0.017719,482.81,8.55,trigger:drift
2025-12-17,XLV,buy,0.727437,154.23,112.19,trigger:drift
2025-12-17,XLP,buy,0.646721,79.39,51.34,trigger:drift
2025-12-17,BIL,buy,35.9424,91.62,3293.04,trigger:drift
2025-12-19,SPY,sell,0.043356,680.59,29.51,week_end_rebalance
2025-12-19,QQQ,sell,0.084127,617.05,51.91,week_end_rebalance
2025-12-19,XLV,sell,0.353458,154.94,54.76,week_end_rebalance
2025-12-19,DIA,buy,0.029624,481.15,14.25,week_end_rebalance
2025-12-19,XLP,buy,0.797545,78.78,62.83,week_end_rebalance
2025-12-19,GLD,buy,0.14811,399.02,59.1,week_end_rebalance
2025-12-22,SPY,sell,1.602528,684.83,1097.46,transition
2025-12-22,DIA,sell,0.010241,483.46,4.95,transition
2025-12-22,XLV,sell,12.964872,155.3,2013.44,transition
2025-12-22,XLE,sell,8.94873,44.21,395.62,transition
2025-12-22,TLT,sell,44.977812,87.36,3929.26,transition
2025-12-22,XLP,buy,1.557389,77.88,121.29,transition
2025-12-22,GLD,buy,5.150466,408.23,2102.57,transition
2025-12-22,BIL,buy,57.133214,91.3,5216.26,transition
2025-12-26,SPY,sell,0.071472,690.31,49.34,week_end_rebalance
2025-12-26,QQQ,sell,0.014323,623.89,8.94,week_end_rebalance
2025-12-26,DIA,sell,0.008361,487.03,4.07,week_end_rebalance
2025-12-26,GLD,sell,0.352081,416.74,146.73,week_end_rebalance
2025-12-26,XLV,buy,0.100831,156.05,15.73,week_end_rebalance
2025-12-26,XLP,buy,0.195683,78.23,15.31,week_end_rebalance
2025-12-26,XLE,buy,0.75808,44.2,33.51,week_end_rebalance
2025-12-26,BIL,buy,1.588607,91.36,145.14,week_end_rebalance
2025-12-29,QQQ,sell,0.010477,620.87,6.5,transition
2025-12-29,DIA,sell,0.005284,484.59,2.56,transition
2025-12-29,XLV,sell,0.268556,155.81,41.84,transition
2025-12-29,XLP,sell,13.62151,78.28,1066.29,transition
2025-12-29,XLE,sell,1.731753,44.62,77.27,transition
2025-12-29,BIL,sell,1.574629,91.36,143.86,transition
2025-12-29,SPY,buy,1.383353,687.85,951.54,transition
2025-12-29,GLD,buy,0.970373,398.6,386.79,transition
2026-01-02,DIA,sell,0.005776,483.63,2.79,week_end_rebalance
2026-01-02,XLV,sell,0.048539,155.51,7.55,week_end_rebalance
2026-01-02,GLD,sell,0.047562,398.28,18.94,week_end_rebalance
2026-01-02,XLE,sell,2.863105,45.65,130.7,week_end_rebalance
2026-01-02,BIL,sell,0.923162,91.42,84.4,week_end_rebalance
2026-01-02,SPY,buy,0.190443,683.17,130.1,week_end_rebalance
2026-01-02,QQQ,buy,0.129972,613.12,79.69,week_end_rebalance
2026-01-02,XLP,buy,0.445201,77.69,34.59,week_end_rebalance
2026-01-05,SPY,sell,2.966667,687.72,2040.24,transition
2026-01-05,QQQ,sell,1.666638,617.99,1029.97,transition
2026-01-05,DIA,sell,0.05049,489.77,24.73,transition
2026-01-05,XLE,sell,2.220948,46.89,104.14,transition
2026-01-05,XLV,buy,7.200044,155.04,1116.29,transition
2026-01-05,XLP,buy,1.004565,77.35,77.7,transition
2026-01-05,GLD,buy,4.497314,408.76,1838.32,transition
2026-01-05,BIL,buy,1.824006,91.42,166.75,transition
2026-01-07,SPY,sell,0.08597,692.19,59.51,trigger:index_sell_level
2026-01-07,QQQ,sell,0.042196,623.04,26.29,trigger:index_sell_level
2026-01-07,DIA,sell,0.061838,495.65,30.65,trigger:index_sell_level
2026-01-07,XLV,sell,1.278903,158.54,202.76,trigger:index_sell_level
2026-01-07,XLP,buy,0.162881,77.56,12.63,trigger:index_sell_level
2026-01-07,GLD,buy,0.143757,408.63,58.74,trigger:index_sell_level
2026-01-07,XLE,buy,3.036243,45.82,139.12,trigger:index_sell_level
2026-01-07,BIL,buy,1.18884,91.44,108.71,trigger:index_sell_level
2026-01-09,QQQ,sell,0.014354,626.65,8.99,week_end_rebalance
2026-01-09,XLP,sell,1.559641,79.25,123.6,week_end_rebalance
2026-01-09,GLD,sell,0.289026,414.47,119.79,week_end_rebalance
2026-01-09,XLE,sell,1.536565,46.67,71.71,week_end_rebalance
2026-01-09,SPY,buy,0.077956,694.07,54.11,week_end_rebalance
2026-01-09,DIA,buy,0.048053,495.02,23.79,week_end_rebalance
2026-01-09,XLV,buy,0.88015,157.31,138.46,week_end_rebalance
2026-01-09,BIL,buy,1.177979,91.47,107.75,week_end_rebalance
2026-01-12,XLP,sell,0.750405,80.18,60.17,transition
2026-01-12,GLD,sell,0.448481,422.23,189.36,transition
2026-01-12,BIL,sell,21.637667,91.48,1979.41,transition
2026-01-12,SPY,buy,1.561527,695.16,1085.51,transition
2026-01-12,QQQ,buy,1.674202,627.17,1050.01,transition
2026-01-12,DIA,buy,0.013252,495.9,6.57,transition
2026-01-12,XLV,buy,0.210609,157.38,33.15,transition
2026-01-12,XLE,buy,1.158956,46.34,53.71,transition
2026-01-16,XLP,sell,2.16858,82.11,178.06,week_end_rebalance
2026-01-16,XLE,sell,3.214455,47.69,153.3,week_end_rebalance
2026-01-16,BIL,sell,0.321745,91.54,29.45,week_end_rebalance
2026-01-16,SPY,buy,0.199107,691.66,137.71,week_end_rebalance
2026-01-16,QQQ,buy,0.117413,621.26,72.94,week_end_rebalance
2026-01-16,DIA,buy,0.036931,493.42,18.22,week_end_rebalance
2026-01-16,XLV,buy,0.716684,155.74,111.62,week_end_rebalance
2026-01-16,GLD,buy,0.04822,421.29,20.31,week_end_rebalance
2026-01-20,SPY,sell,2.287957,677.58,1550.27,transition
2026-01-20,QQQ,sell,1.455894,608.06,885.27,transition
2026-01-20,GLD,sell,5.883359,437.23,2572.38,transition
2026-01-20,XLE,sell,43.383548,47.6,2065.06,transition
2026-01-20,DIA,buy,2.230305,484.88,1081.43,transition
2026-01-20,XLV,buy,6.469496,155.4,1005.36,transition
2026-01-20,XLP,buy,11.843751,82.36,975.45,transition
2026-01-20,BIL,buy,43.814088,91.54,4010.74,transition
2026-01-22,XLV,sell,8.134699,157.65,1282.44,trigger:vix_risk_on
2026-01-22,XLP,sell,8.914486,82.34,734.02,trigger:vix_risk_on
2026-01-22,BIL,sell,53.317187,91.57,4882.25,trigger:vix_risk_on
2026-01-22,SPY,buy,4.997321,689.85,3447.4,trigger:vix_risk_on
2026-01-22,QQQ,buy,1.364277,622.35,849.06,trigger:vix_risk_on
2026-01-22,DIA,buy,1.19897,493.47,591.66,trigger:vix_risk_on
2026-01-22,GLD,buy,3.428291,443.84,1521.61,trigger:vix_risk_on
2026-01-22,XLE,buy,10.057187,48.62,488.98,trigger:vix_risk_on
2026-01-23,SPY,sell,5.064077,689.23,3490.31,week_end_rebalance
2026-01-23,QQQ,sell,1.46258,622.72,910.78,week_end_rebalance
2026-01-23,DIA,sell,1.166381,490.93,572.61,week_end_rebalance
2026-01-23,GLD,sell,4.143747,458,1897.84,week_end_rebalance
2026-01-23,XLE,sell,11.172577,49.19,549.58,week_end_rebalance
2026-01-23,XLV,buy,8.307511,157.48,1308.27,week_end_rebalance
2026-01-23,XLP,buy,9.797847,82.91,812.34,week_end_rebalance
2026-01-23,BIL,buy,57.872172,91.59,5300.51,week_end_rebalance
2026-01-26,SPY,sell,0.050638,692.73,35.08,transition
2026-01-26,DIA,sell,2.14541,494.06,1059.96,transition
2026-01-26,XLV,sell,13.248673,158.1,2094.62,transition
2026-01-26,GLD,sell,2.494216,464.7,1159.06,transition
2026-01-26,QQQ,buy,1.667751,625.46,1043.11,transition
2026-01-26,XLP,buy,0.548764,82.78,45.43,transition
2026-01-26,XLE,buy,0.207664,49.22,10.22,transition
2026-01-26,BIL,buy,35.483758,91.59,3249.96,transition
2026-01-30,SPY,sell,0.16985,691.97,117.53,week_end_rebalance
2026-01-30,XLP,sell,1.396581,83.51,116.63,week_end_rebalance
2026-01-30,XLE,sell,2.601629,51.05,132.81,week_end_rebalance
2026-01-30,BIL,sell,1.974459,91.65,180.96,week_end_rebalance
2026-01-30,QQQ,buy,0.00853,621.87,5.3,week_end_rebalance
2026-01-30,DIA,buy,0.043455,489.03,21.25,week_end_rebalance
2026-01-30,XLV,buy,1.09239,154.74,169.04,week_end_rebalance
2026-01-30,GLD,buy,0.791865,444.95,352.34,week_end_rebalance
2026-02-02,GLD,sell,4.017462,427.13,1715.98,transition
2026-02-02,SPY,sell,3.248118,695.41,2258.77,transition
2026-02-02,QQQ,sell,0.106424,626.14,66.64,transition
2026-02-02,DIA,sell,0.095761,494.03,47.31,transition
2026-02-02,XLV,sell,0.486368,155.69,75.72,transition
2026-02-02,XLE,buy,42.727105,50.05,2138.49,transition
2026-02-02,XLP,buy,23.344509,84.5,1972.61,transition
2026-02-02,BIL,buy,0.583402,91.39,53.32,transition
2026-02-05,XLV,sell,6.609428,155.46,1027.5,trigger:index_buy_level
2026-02-05,XLP,sell,16.237691,87.58,1422.1,trigger:index_buy_level
2026-02-05,BIL,sell,45.679672,91.41,4175.58,trigger:index_buy_level
2026-02-05,SPY,buy,4.940387,680.94,3364.11,trigger:index_buy_level
2026-02-05,QQQ,buy,1.956987,600.21,1174.6,trigger:index_buy_level
2026-02-05,DIA,buy,0.868536,492.51,427.76,trigger:index_buy_level
2026-02-05,GLD,buy,2.146468,444.29,953.65,trigger:index_buy_level
2026-02-05,XLE,buy,11.500909,52.26,601.04,trigger:index_buy_level
2026-02-06,GLD,sell,3.033107,455.46,1381.46,week_end_rebalance
2026-02-06,XLE,sell,16.684276,53.25,888.44,week_end_rebalance
2026-02-06,SPY,sell,4.244549,690.62,2931.37,week_end_rebalance
2026-02-06,QQQ,sell,1.448934,609.65,883.34,week_end_rebalance
2026-02-06,DIA,sell,0.895879,501.03,448.86,week_end_rebalance
2026-02-06,XLV,buy,6.471069,157.71,1020.55,week_end_rebalance
2026-02-06,XLP,buy,12.708199,87.94,1117.56,week_end_rebalance
2026-02-06,BIL,buy,49.20575,91.44,4499.37,week_end_rebalance
2026-02-09,QQQ,sell,3.502596,614.32,2151.71,transition
2026-02-09,SPY,sell,3.127835,693.95,2170.56,transition
2026-02-09,GLD,sell,0.360011,467.03,168.14,transition
2026-02-09,XLE,sell,0.466571,53.64,25.03,transition
2026-02-09,BIL,sell,22.177616,91.44,2027.92,transition
2026-02-09,DIA,buy,8.433183,501.22,4226.88,transition
2026-02-09,XLV,buy,7.510815,156.32,1174.09,transition
2026-02-09,XLP,buy,13.066329,87.43,1142.39,transition
2026-02-13,XLV,sell,0.826296,157.67,130.28,week_end_rebalance
2026-02-13,XLP,sell,3.419189,89.51,306.05,week_end_rebalance
2026-02-13,XLE,sell,1.535827,54.35,83.47,week_end_rebalance
2026-02-13,BIL,sell,1.084656,91.51,99.26,week_end_rebalance
2026-02-13,QQQ,buy,0.184866,601.92,111.27,week_end_rebalance
2026-02-13,DIA,buy,0.157621,495.28,78.07,week_end_rebalance
2026-02-13,SPY,buy,0.556201,681.75,379.19,week_end_rebalance
2026-02-13,GLD,buy,0.10923,462.62,50.53,week_end_rebalance
